SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
EUROPRATIK,Euro Pratik Sales Limited,EQ,23-SEP-2025,1,1,INE198501012,1
EUROTEXIND,Eurotex Industries and Exports Limited,BE,31-JAN-1996,10,1,INE022C01012,10
EVEREADY,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5
EVERESTIND,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10
EXCEL,Excel Realty N Infra Limited,EQ,03-AUG-2009,1,1,INE688J01023,1
EXCELINDUS,Excel Industries Limited,EQ,16-JUN-2004,5,1,INE369A01029,5
EXCELSOFT,Excelsoft Technologies Limited,EQ,26-NOV-2025,10,1,INE606N01019,10
EXICOM,Exicom Tele-Systems Limited,EQ,05-MAR-2024,10,1,INE777F01014,10
EXIDEIND,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1
EXPLEOSOL,Expleo Solutions Limited,EQ,26-OCT-2009,10,1,INE201K01015,10
EXXARO,Exxaro Tiles Limited,BE,16-AUG-2021,1,1,INE0GFE01026,1
FABTECH,Fabtech Technologies Limited,EQ,07-OCT-2025,10,1,INE0HF201011,10
FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-APR-1995,10,1,INE188A01015,10
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,INE0DNW01011,10
FAZE3Q,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10
FCL,Fineotex Chemical Limited,EQ,15-JAN-2015,1,1,INE045J01034,1
FCSSOFT,FCS Software Solutions Limited,EQ,21-SEP-2005,1,1,INE512B01022,1
FDC,FDC Limited,EQ,07-AUG-1997,1,1,INE258B01022,1
FEDERALBNK,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,INE171A01029,2
FEDFINA,Fedbank Financial Services Limited,EQ,30-NOV-2023,10,1,INE007N01010,10
FEL,Future Enterprises Limited,BZ,05-NOV-2001,2,1,INE623B01027,2
FELDVR,Future Enterprises Limited,BZ,13-FEB-2009,2,1,IN9623B01058,2
FIBERWEB,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10
FIEMIND,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10
FILATEX,Filatex India Limited,EQ,29-AUG-2011,1,1,INE816B01035,1
FILATFASH,Filatex Fashions Limited,EQ,06-MAY-2024,1,1,INE185E01021,1
FINCABLES,Finolex Cables Limited,EQ,15-FEB-1995,2,1,INE235A01022,2
FINEORG,Fine Organic Industries Limited,EQ,02-JUL-2018,5,1,INE686Y01026,5
FINKURVE,Finkurve Financial Services Limited,EQ,01-OCT-2025,1,1,INE734I01027,1
FINOPB,Fino Payments Bank Limited,EQ,12-NOV-2021,10,1,INE02NC01014,10
FINPIPE,Finolex Industries Limited,EQ,08-FEB-1995,2,1,INE183A01024,2
FIRSTCRY,Brainbees Solutions Limited,EQ,13-AUG-2024,2,1,INE02RE01045,2
FISCHER,Fischer Medical Ventures Limited,EQ,10-JUL-2025,1,1,INE771F01041,1
FIVESTAR,Five-Star Business Finance Limited,EQ,21-NOV-2022,1,1,INE128S01021,1
FLAIR,Flair Writing Industries Limited,EQ,01-DEC-2023,5,1,INE00Y201027,5
FLEXITUFF,Flexituff Ventures International Limited,EQ,19-OCT-2011,10,1,INE060J01017,10
FLFL,Future Lifestyle Fashions Limited,BZ,01-OCT-2013,2,1,INE452O01016,2
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,INE09N301011,1
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10
FMNL,Future Market Networks Limited,EQ,31-DEC-2010,10,1,INE360L01017,10
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-NOV-2021,2,1,INE593W01028,2
FOODSIN,Foods & Inns Limited,EQ,16-NOV-2021,1,1,INE976E01023,1
FORCEMOT,FORCE MOTORS LTD,EQ,14-FEB-2024,10,1,INE451A01017,10
FORTIS,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,INE061F01013,10
FOSECOIND,Foseco India Limited,EQ,05-MAY-2003,10,1,INE519A01011,10
FSL,Firstsource Solutions Limited,EQ,22-FEB-2007,10,1,INE684F01012,10
FUSION,Fusion Finance Limited,EQ,15-NOV-2022,10,1,INE139R01012,10
GABRIEL,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1
GAEL,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,INE036B01030,1
GAIL,GAIL (India) Limited,EQ,02-APR-1997,10,1,INE129A01019,10
GALAPREC,Gala Precision Engineering Limited,EQ,09-SEP-2024,10,1,INE0RE001014,10
GALAXYSURF,Galaxy Surfactants Limited,EQ,08-FEB-2018,10,1,INE600K01018,10
GALLANTT,Gallantt Ispat Limited,EQ,04-APR-2006,10,1,INE297H01019,10
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,30-NOV-2023,2,1,INE717W01049,2
GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-JAN-2007,5,1,INE524B01027,5
GANECOS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10
GANESHBE,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1,1,INE388A01029,1
GANESHCP,Ganesh Consumer Products Limited,EQ,29-SEP-2025,10,1,INE652V01016,10
GANESHHOU,GANESH HOUSING LIMITED,EQ,02-MAR-2007,10,1,INE460C01014,10
GANGAFORGE,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1
GANGESSECU,Ganges Securities Limited,EQ,28-JUL-2017,10,1,INE335W01016,10
GARFIBRES,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5
GATECH,GACM Technologies Limited,EQ,25-JUL-2016,1,1,INE224E01028,1
GATECHDVR,GACM Technologies Limited,EQ,10-OCT-2017,1,1,INE224E01036,1
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10
GAYAHWS,Gayatri Highways Limited,BE,28-JUN-2018,2,1,INE287Z01012,2
GCSL,Gretex Corporate Services Limited,BE,04-SEP-2025,10,1,INE199P01028,10
GEECEE,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10
GEEKAYWIRE,Geekay Wires Limited,EQ,06-MAR-2020,1,1,INE669X01032,1
GEMAROMA,Gem Aromatics Limited,EQ,26-AUG-2025,2,1,INE06XZ01023,2
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5,1,INE854S01022,5
GENESYS,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5
GENSOL,Gensol Engineering Limited,BZ,03-JUL-2023,10,1,INE06H201014,10
GENUSPAPER,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1
GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1
GEOJITFSL,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10
GFLLIMITED,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1
GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2
GICHSGFIN,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10
GICRE,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,INE047B01011,10
GILLETTE,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10
GINNIFILA,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10
GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10
GKENERGY,GK Energy Limited,EQ,26-SEP-2025,2,1,INE1AG301022,2
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1
GLOBAL,Global Education Limited,BE,07-DEC-2020,2,1,INE291W01037,2
GLOBALE,Globale Tessile Limited,EQ,27-AUG-2024,10,1,INE0URU01010,10
GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-OCT-2006,10,1,INE792H01019,10
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,07-OCT-2020,2,1,INE581X01021,2
GLOBECIVIL,Globe Civil Projects Limited,EQ,01-JUL-2025,10,1,INE0V3U01015,10
GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10
GLOSTERLTD,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10
GLOTTIS,Glottis Limited,EQ,07-OCT-2025,2,1,INE0TQE01026,2
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,21-AUG-2006,1,1,INE776C01039,1
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10
GOACARBON,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10
GODAVARIB,Godavari Biorefineries Limited,EQ,30-OCT-2024,10,1,INE497S01012,10
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2
GODIGIT,Go Digit General Insurance Limited,EQ,23-MAY-2024,10,1,INE03JT01014,10
GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10
GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1
GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1
GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5
GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,1,1,INE314T01033,1
GOLDENTOBC,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2
GOLDTECH,AION-TECH SOLUTIONS LIMITED,EQ,11-APR-2001,10,1,INE805A01014,10
GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1
GOYALALUM,Goyal Aluminiums Limited,EQ,04-NOV-2022,1,1,INE705X01026,1
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,1,1,INE177H01039,1
GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10
GPTHEALTH,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10
GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10
GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1
GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2
GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2
GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2
GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1
GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1
GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5
GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5
GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2
GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10
GROWW,Billionbrains Garage Ventures Limited,EQ,12-NOV-2025,2,1,INE0HOQ01053,2
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2
GSLSU,Global Surfaces Limited,BE,23-MAR-2023,10,1,INE0JSX01015,10
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10
GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,EQ,13-NOV-2020,10,1,INE586X01012,10
GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10
GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10
GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10
GUJTHEM,Gujarat Themis Biosyn Limited,EQ,25-FEB-2025,1,1,INE942C01045,1
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1
GVKPIL,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1
GVPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10
GVPTECH,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2
GVT&D,GE Vernova T&D India Limited,EQ,30-JUN-2008,2,1,INE200A01026,2
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5
HALEOSLABS,HALEOS LABS LIMITED,BE,17-AUG-2017,10,1,INE320X01016,10
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2
HAPPYFORGE,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2
HARDWYN,Hardwyn India Limited,EQ,12-APR-2022,1,1,INE626Z01029,1
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10
HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,16-FEB-2000,2,1,INE293B01029,2
HBLENGINE,HBL Engineering Limited,EQ,04-JAN-2007,1,1,INE292B01021,1
HBSL,HB Stockholdings Limited,BE,23-JUL-2018,10,1,INE550B01022,10
HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1
HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10
HCL-INSYS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,INE236A01020,2
HCLTECH,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2
HDBFS,HDB Financial Services Limited,EQ,02-JUL-2025,10,1,INE756I01012,10
HDFCAMC,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5
HDFCBANK,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10
HDIL,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10
HEADSUP,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10
HECPROJECT,HEC Infra Projects Limited,EQ,30-DEC-2021,10,1,INE558R01013,10
HEG,HEG Limited,EQ,10-MAY-1995,2,1,INE545A01024,2
HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10
HEMIPROP,Hemisphere Properties India Limited,EQ,22-OCT-2020,10,1,INE0AJG01018,10
HERANBA,Heranba Industries Limited,EQ,05-MAR-2021,10,1,INE694N01015,10
HERCULES,HERCULES INVESTMENTS LIMITED,EQ,19-FEB-2008,1,1,INE688E01024,1
HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2
HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10
HEUBACHIND,Heubach Colorants India Limited,EQ,14-JUN-1995,10,1,INE492A01029,10
HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2
HEXT,Hexaware Technologies Limited,EQ,19-FEB-2025,1,1,INE093A01041,1
HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1
HGINFRA,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10
HGM,HandsOn Global Management (HGM) Limited,EQ,27-SEP-2006,10,1,INE596H01014,10
HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10
HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2
HILINFRA,Highway Infrastructure Limited,EQ,12-AUG-2025,5,1,INE00RL01028,5
HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5
HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5
HINDCON,Hindcon Chemicals Limited,EQ,05-JUL-2021,2,1,INE642Y01029,2
HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2
HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10
HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,1,1,INE106T01025,1
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10
HITECHGEAR,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10
HLEGLAS,HLE Glascoat Limited,EQ,09-FEB-2023,2,1,INE461D01028,2
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2
HMAAGRO,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,INE0ECP01024,1
HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10
HNDFDS,Hindustan Foods Limited,EQ,06-JUN-2023,2,1,INE254N01026,2
HOMEFIRST,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2
HONASA,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,INE0J5401028,10
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10
HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10
HPAL,HP Adhesives Limited,EQ,27-DEC-2021,2,1,INE0GSL01024,2
HPIL,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1
HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2
HUBTOWN,Hubtown Limited,EQ,07-FEB-2007,10,1,INE703H01016,10
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2
HYBRIDFIN,Hybrid Financial Services Limited,BE,05-DEC-2022,5,1,INE965B01022,5
HYUNDAI,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10
IBULLSLTD,Indiabulls Limited,EQ,18-AUG-2011,2,1,INE126M01010,2
ICDSLTD,ICDS Limited,EQ,17-NOV-1999,10,1,INE613B01010,10
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-OCT-2020,10,1,INE520Y01019,10
ICICIAMC,ICICI Prudential Asset Management Company Limited,EQ,19-DEC-2025,1,1,INE346A01027,1
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10
IDEAFORGE,Ideaforge Technology Limited,EQ,07-JUL-2023,10,1,INE349Y01013,10
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10
IGCL,Indogulf Cropsciences Limited,EQ,03-JUL-2025,10,1,INE05J901018,10
IGIL,International Gemmological Institute (India) Limited,EQ,20-DEC-2024,2,1,INE0Q9301021,2
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2
IIFLCAPS,IIFL Capital Services Limited,EQ,20-SEP-2019,2,1,INE489L01022,2
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10
IKIO,IKIO Technologies Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10
IKS,Inventurus Knowledge Solutions Limited,EQ,19-DEC-2024,1,1,INE115Q01022,1
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10
IMPEXFERRO,Impex Ferro Tech Limited,BZ,03-FEB-2005,10,1,INE691G01015,10
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10
INDGN,Indegene Limited,EQ,13-MAY-2024,2,1,INE065X01017,2
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,5,1,INE560A01023,5
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10
INDIQUBE,Indiqube Spaces Limited,EQ,30-JUL-2025,1,1,INE06ST01018,1
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5
INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2
INDOFARM,Indo Farm Equipment Limited,EQ,07-JAN-2025,10,1,INE622H01018,10
